a,b,k,f_coefs,test_name,alg,time
1,100,477,"[5, -1, 1, -5, -3, 3]",normal,4,0.00042128562927246094
1,1000,477,"[5, -1, 1, -5, -3, 3]",big b,3,0.004001140594482422
1,1000,477,"[5, -1, 1, -5, -3, 3]",big b,4,0.0002760887145996094
1,100,478,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013017654418945312
1,100,478,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001456737518310547
1,1000,478,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012733936309814453
1,1000,478,"[5, -1, 1, -5, -3, 3]",big b,4,0.000240325927734375
1,100,479,"[5, -1, 1, -5, -3, 3]",normal,3,0.00011324882507324219
1,100,479,"[5, -1, 1, -5, -3, 3]",normal,4,0.00014090538024902344
1,1000,479,"[5, -1, 1, -5, -3, 3]",big b,3,0.002447366714477539
1,1000,479,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001876354217529297
1,100,480,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013446807861328125
1,100,480,"[5, -1, 1, -5, -3, 3]",normal,4,0.00016379356384277344
1,1000,480,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012080669403076172
1,1000,480,"[5, -1, 1, -5, -3, 3]",big b,4,0.0002734661102294922
1,100,481,"[5, -1, 1, -5, -3, 3]",normal,3,0.000133514404296875
1,100,481,"[5, -1, 1, -5, -3, 3]",normal,4,0.00041365623474121094
1,1000,481,"[5, -1, 1, -5, -3, 3]",big b,3,0.001580953598022461
1,1000,481,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001735687255859375
1,100,482,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013327598571777344
1,100,482,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001609325408935547
1,1000,482,"[5, -1, 1, -5, -3, 3]",big b,3,0.001211404800415039
1,1000,482,"[5, -1, 1, -5, -3, 3]",big b,4,0.00016832351684570312
1,100,483,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013303756713867188
1,100,483,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001614093780517578
1,1000,483,"[5, -1, 1, -5, -3, 3]",big b,3,0.0033299922943115234
1,1000,483,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001888275146484375
1,100,484,"[5, -1, 1, -5, -3, 3]",normal,3,0.0003809928894042969
1,100,484,"[5, -1, 1, -5, -3, 3]",normal,4,0.00018167495727539062
1,1000,484,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012714862823486328
1,1000,484,"[5, -1, 1, -5, -3, 3]",big b,4,0.00017547607421875
1,100,485,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001342296600341797
1,100,485,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001633167266845703
1,1000,485,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012094974517822266
1,1000,485,"[5, -1, 1, -5, -3, 3]",big b,4,0.00016808509826660156
1,100,486,"[5, -1, 1, -5, -3, 3]",normal,3,0.00035762786865234375
1,100,486,"[5, -1, 1, -5, -3, 3]",normal,4,0.00018906593322753906
1,1000,486,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012285709381103516
1,1000,486,"[5, -1, 1, -5, -3, 3]",big b,4,0.00017118453979492188
1,100,487,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013375282287597656
1,100,487,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001628398895263672
1,1000,487,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012097358703613281
1,1000,487,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001690387725830078
1,100,488,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013327598571777344
1,100,488,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001633167266845703
1,1000,488,"[5, -1, 1, -5, -3, 3]",big b,3,0.003509521484375
1,1000,488,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001938343048095703
1,100,489,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013518333435058594
1,100,489,"[5, -1, 1, -5, -3, 3]",normal,4,0.00016498565673828125
1,1000,489,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012218952178955078
1,1000,489,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001723766326904297
1,100,490,"[5, -1, 1, -5, -3, 3]",normal,3,0.0003681182861328125
1,100,490,"[5, -1, 1, -5, -3, 3]",normal,4,0.0005476474761962891
1,1000,490,"[5, -1, 1, -5, -3, 3]",big b,3,0.0025243759155273438
1,1000,490,"[5, -1, 1, -5, -3, 3]",big b,4,0.00037360191345214844
1,100,491,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013899803161621094
1,100,491,"[5, -1, 1, -5, -3, 3]",normal,4,0.00015163421630859375
1,1000,491,"[5, -1, 1, -5, -3, 3]",big b,3,0.0016112327575683594
1,1000,491,"[5, -1, 1, -5, -3, 3]",big b,4,0.00018739700317382812
1,100,492,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010919570922851562
1,100,492,"[5, -1, 1, -5, -3, 3]",normal,4,0.00014281272888183594
1,1000,492,"[5, -1, 1, -5, -3, 3]",big b,3,0.001560211181640625
1,1000,492,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001499652862548828
1,100,493,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010728836059570312
1,100,493,"[5, -1, 1, -5, -3, 3]",normal,4,0.0005621910095214844
1,1000,493,"[5, -1, 1, -5, -3, 3]",big b,3,0.001255035400390625
1,1000,493,"[5, -1, 1, -5, -3, 3]",big b,4,0.000156402587890625
1,100,494,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010824203491210938
1,100,494,"[5, -1, 1, -5, -3, 3]",normal,4,0.0005626678466796875
1,1000,494,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012059211730957031
1,1000,494,"[5, -1, 1, -5, -3, 3]",big b,4,0.00043773651123046875
1,100,495,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010848045349121094
1,100,495,"[5, -1, 1, -5, -3, 3]",normal,4,0.00014328956604003906
1,1000,495,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011868476867675781
1,1000,495,"[5, -1, 1, -5, -3, 3]",big b,4,0.00014638900756835938
1,100,496,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010776519775390625
1,100,496,"[5, -1, 1, -5, -3, 3]",normal,4,0.0005643367767333984
1,1000,496,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012021064758300781
1,1000,496,"[5, -1, 1, -5, -3, 3]",big b,4,0.00014925003051757812
1,100,497,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010800361633300781
1,100,497,"[5, -1, 1, -5, -3, 3]",normal,4,0.00016069412231445312
1,1000,497,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011894702911376953
1,1000,497,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001480579376220703
1,100,498,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010728836059570312
1,100,498,"[5, -1, 1, -5, -3, 3]",normal,4,0.0005671977996826172
1,1000,498,"[5, -1, 1, -5, -3, 3]",big b,3,0.002068758010864258
1,1000,498,"[5, -1, 1, -5, -3, 3]",big b,4,0.00016760826110839844
1,100,499,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010800361633300781
1,100,499,"[5, -1, 1, -5, -3, 3]",normal,4,0.00031638145446777344
1,1000,499,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011906623840332031
1,1000,499,"[5, -1, 1, -5, -3, 3]",big b,4,0.0005838871002197266
1,100,500,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010824203491210938
1,100,500,"[5, -1, 1, -5, -3, 3]",normal,4,0.00039649009704589844
1,1000,500,"[5, -1, 1, -5, -3, 3]",big b,3,0.001186370849609375
1,1000,500,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001480579376220703
1,100,501,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010752677917480469
1,100,501,"[5, -1, 1, -5, -3, 3]",normal,4,0.00014328956604003906
1,1000,501,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011844635009765625
1,1000,501,"[5, -1, 1, -5, -3, 3]",big b,4,0.0005834102630615234
1,100,502,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010967254638671875
1,100,502,"[5, -1, 1, -5, -3, 3]",normal,4,0.00040984153747558594
1,1000,502,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011844635009765625
1,1000,502,"[5, -1, 1, -5, -3, 3]",big b,4,0.00014972686767578125
1,100,503,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010943412780761719
1,100,503,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001437664031982422
1,1000,503,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011909008026123047
1,1000,503,"[5, -1, 1, -5, -3, 3]",big b,4,0.00014853477478027344
1,100,504,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010704994201660156
1,100,504,"[5, -1, 1, -5, -3, 3]",normal,4,0.0005717277526855469
1,1000,504,"[5, -1, 1, -5, -3, 3]",big b,3,0.0013761520385742188
1,1000,504,"[5, -1, 1, -5, -3, 3]",big b,4,0.00017213821411132812
1,100,505,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010895729064941406
1,100,505,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001513957977294922
1,1000,505,"[5, -1, 1, -5, -3, 3]",big b,3,0.0022547245025634766
1,1000,505,"[5, -1, 1, -5, -3, 3]",big b,4,0.00018453598022460938
1,100,506,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010919570922851562
1,100,506,"[5, -1, 1, -5, -3, 3]",normal,4,0.00014543533325195312
1,1000,506,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011868476867675781
1,1000,506,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001494884490966797
1,100,507,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010728836059570312
1,100,507,"[5, -1, 1, -5, -3, 3]",normal,4,0.00014328956604003906
1,1000,507,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011858940124511719
1,1000,507,"[5, -1, 1, -5, -3, 3]",big b,4,0.0005900859832763672
1,100,508,"[5, -1, 1, -5, -3, 3]",normal,3,0.00012922286987304688
1,100,508,"[5, -1, 1, -5, -3, 3]",normal,4,0.00014734268188476562
1,1000,508,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011866092681884766
1,1000,508,"[5, -1, 1, -5, -3, 3]",big b,4,0.00015044212341308594
1,100,509,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010776519775390625
1,100,509,"[5, -1, 1, -5, -3, 3]",normal,4,0.00014472007751464844
1,1000,509,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011928081512451172
1,1000,509,"[5, -1, 1, -5, -3, 3]",big b,4,0.00015044212341308594
1,100,510,"[5, -1, 1, -5, -3, 3]",normal,3,0.00044274330139160156
1,100,510,"[5, -1, 1, -5, -3, 3]",normal,4,0.00014472007751464844
1,1000,510,"[5, -1, 1, -5, -3, 3]",big b,3,0.0013432502746582031
1,1000,510,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001621246337890625
1,100,511,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010728836059570312
1,100,511,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001461505889892578
1,1000,511,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011844635009765625
1,1000,511,"[5, -1, 1, -5, -3, 3]",big b,4,0.00015020370483398438
1,100,512,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010776519775390625
1,100,512,"[5, -1, 1, -5, -3, 3]",normal,4,0.00014519691467285156
1,1000,512,"[5, -1, 1, -5, -3, 3]",big b,3,0.0024542808532714844
1,1000,512,"[5, -1, 1, -5, -3, 3]",big b,4,0.00016236305236816406
1,100,513,"[5, -1, 1, -5, -3, 3]",normal,3,0.00016260147094726562
1,100,513,"[5, -1, 1, -5, -3, 3]",normal,4,0.00015306472778320312
1,1000,513,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012013912200927734
1,1000,513,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001513957977294922
1,100,514,"[5, -1, 1, -5, -3, 3]",normal,3,0.00023412704467773438
1,100,514,"[5, -1, 1, -5, -3, 3]",normal,4,0.000148773193359375
1,1000,514,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011851787567138672
1,1000,514,"[5, -1, 1, -5, -3, 3]",big b,4,0.000152587890625
1,100,515,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010800361633300781
1,100,515,"[5, -1, 1, -5, -3, 3]",normal,4,0.00014591217041015625
1,1000,515,"[5, -1, 1, -5, -3, 3]",big b,3,0.0027747154235839844
1,1000,515,"[5, -1, 1, -5, -3, 3]",big b,4,0.00016379356384277344
1,100,516,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010824203491210938
1,100,516,"[5, -1, 1, -5, -3, 3]",normal,4,0.00014781951904296875
1,1000,516,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011854171752929688
1,1000,516,"[5, -1, 1, -5, -3, 3]",big b,4,0.00015282630920410156
1,100,517,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001087188720703125
1,100,517,"[5, -1, 1, -5, -3, 3]",normal,4,0.00014591217041015625
1,1000,517,"[5, -1, 1, -5, -3, 3]",big b,3,0.005079030990600586
1,1000,517,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001633167266845703
1,100,518,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010800361633300781
1,100,518,"[5, -1, 1, -5, -3, 3]",normal,4,0.0006153583526611328
1,1000,518,"[5, -1, 1, -5, -3, 3]",big b,3,0.0021848678588867188
1,1000,518,"[5, -1, 1, -5, -3, 3]",big b,4,0.00022292137145996094
1,100,519,"[5, -1, 1, -5, -3, 3]",normal,3,0.00018024444580078125
1,100,519,"[5, -1, 1, -5, -3, 3]",normal,4,0.00018358230590820312
1,1000,519,"[5, -1, 1, -5, -3, 3]",big b,3,0.001360177993774414
1,1000,519,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001773834228515625
1,100,520,"[5, -1, 1, -5, -3, 3]",normal,3,0.00012111663818359375
1,100,520,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001697540283203125
1,1000,520,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012004375457763672
1,1000,520,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001742839813232422
1,100,521,"[5, -1, 1, -5, -3, 3]",normal,3,0.00012135505676269531
1,100,521,"[5, -1, 1, -5, -3, 3]",normal,4,0.00016880035400390625
1,1000,521,"[5, -1, 1, -5, -3, 3]",big b,3,0.004725933074951172
1,1000,521,"[5, -1, 1, -5, -3, 3]",big b,4,0.00018405914306640625
1,100,522,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013327598571777344
1,100,522,"[5, -1, 1, -5, -3, 3]",normal,4,0.0004658699035644531
1,1000,522,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012278556823730469
1,1000,522,"[5, -1, 1, -5, -3, 3]",big b,4,0.00017762184143066406
1,100,523,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001323223114013672
1,100,523,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001709461212158203
1,1000,523,"[5, -1, 1, -5, -3, 3]",big b,3,0.002153635025024414
1,1000,523,"[5, -1, 1, -5, -3, 3]",big b,4,0.000194549560546875
1,100,524,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001347064971923828
1,100,524,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001723766326904297
1,1000,524,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012116432189941406
1,1000,524,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001773834228515625
1,100,525,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013303756713867188
1,100,525,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017118453979492188
1,1000,525,"[5, -1, 1, -5, -3, 3]",big b,3,0.0014407634735107422
1,1000,525,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001842975616455078
1,100,526,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013303756713867188
1,100,526,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017189979553222656
1,1000,526,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012097358703613281
1,1000,526,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001761913299560547
1,100,527,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013303756713867188
1,100,527,"[5, -1, 1, -5, -3, 3]",normal,4,0.0004565715789794922
1,1000,527,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012478828430175781
1,1000,527,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001811981201171875
1,100,528,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013327598571777344
1,100,528,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017189979553222656
1,1000,528,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012102127075195312
1,1000,528,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001780986785888672
1,100,529,"[5, -1, 1, -5, -3, 3]",normal,3,0.00015974044799804688
1,100,529,"[5, -1, 1, -5, -3, 3]",normal,4,0.00018596649169921875
1,1000,529,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012176036834716797
1,1000,529,"[5, -1, 1, -5, -3, 3]",big b,4,0.00017833709716796875
1,100,530,"[5, -1, 1, -5, -3, 3]",normal,3,0.00012254714965820312
1,100,530,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001709461212158203
1,1000,530,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012035369873046875
1,1000,530,"[5, -1, 1, -5, -3, 3]",big b,4,0.0006036758422851562
1,100,531,"[5, -1, 1, -5, -3, 3]",normal,3,0.00021076202392578125
1,100,531,"[5, -1, 1, -5, -3, 3]",normal,4,0.00031685829162597656
1,1000,531,"[5, -1, 1, -5, -3, 3]",big b,3,0.0017113685607910156
1,1000,531,"[5, -1, 1, -5, -3, 3]",big b,4,0.00029158592224121094
1,100,532,"[5, -1, 1, -5, -3, 3]",normal,3,0.00019598007202148438
1,100,532,"[5, -1, 1, -5, -3, 3]",normal,4,0.0005877017974853516
1,1000,532,"[5, -1, 1, -5, -3, 3]",big b,3,0.002768278121948242
1,1000,532,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001838207244873047
1,100,533,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013399124145507812
1,100,533,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017523765563964844
1,1000,533,"[5, -1, 1, -5, -3, 3]",big b,3,0.002142667770385742
1,1000,533,"[5, -1, 1, -5, -3, 3]",big b,4,0.00019621849060058594
1,100,534,"[5, -1, 1, -5, -3, 3]",normal,3,0.0003561973571777344
1,100,534,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017833709716796875
1,1000,534,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012409687042236328
1,1000,534,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001842975616455078
1,100,535,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001316070556640625
1,100,535,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001735687255859375
1,1000,535,"[5, -1, 1, -5, -3, 3]",big b,3,0.002687215805053711
1,1000,535,"[5, -1, 1, -5, -3, 3]",big b,4,0.00018906593322753906
1,100,536,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013375282287597656
1,100,536,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017499923706054688
1,1000,536,"[5, -1, 1, -5, -3, 3]",big b,3,0.0032575130462646484
1,1000,536,"[5, -1, 1, -5, -3, 3]",big b,4,0.00044226646423339844
1,100,537,"[5, -1, 1, -5, -3, 3]",normal,3,0.00014019012451171875
1,100,537,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017905235290527344
1,1000,537,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012753009796142578
1,1000,537,"[5, -1, 1, -5, -3, 3]",big b,4,0.00019431114196777344
1,100,538,"[5, -1, 1, -5, -3, 3]",normal,3,0.00044345855712890625
1,100,538,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017142295837402344
1,1000,538,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012142658233642578
1,1000,538,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001804828643798828
1,100,539,"[5, -1, 1, -5, -3, 3]",normal,3,0.00011777877807617188
1,100,539,"[5, -1, 1, -5, -3, 3]",normal,4,0.000171661376953125
1,1000,539,"[5, -1, 1, -5, -3, 3]",big b,3,0.001222848892211914
1,1000,539,"[5, -1, 1, -5, -3, 3]",big b,4,0.00017833709716796875
1,100,540,"[5, -1, 1, -5, -3, 3]",normal,3,0.00044035911560058594
1,100,540,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017118453979492188
1,1000,540,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012221336364746094
1,1000,540,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001800060272216797
1,100,541,"[5, -1, 1, -5, -3, 3]",normal,3,0.00012183189392089844
1,100,541,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001728534698486328
1,1000,541,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012023448944091797
1,1000,541,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001766681671142578
1,100,542,"[5, -1, 1, -5, -3, 3]",normal,3,0.00044083595275878906
1,100,542,"[5, -1, 1, -5, -3, 3]",normal,4,0.000171661376953125
1,1000,542,"[5, -1, 1, -5, -3, 3]",big b,3,0.002278566360473633
1,1000,542,"[5, -1, 1, -5, -3, 3]",big b,4,0.00034618377685546875
1,100,543,"[5, -1, 1, -5, -3, 3]",normal,3,0.00015544891357421875
1,100,543,"[5, -1, 1, -5, -3, 3]",normal,4,0.00031685829162597656
1,1000,543,"[5, -1, 1, -5, -3, 3]",big b,3,0.0024220943450927734
1,1000,543,"[5, -1, 1, -5, -3, 3]",big b,4,0.00022482872009277344
1,100,544,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013589859008789062
1,100,544,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017690658569335938
1,1000,544,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012094974517822266
1,1000,544,"[5, -1, 1, -5, -3, 3]",big b,4,0.00018095970153808594
1,100,545,"[5, -1, 1, -5, -3, 3]",normal,3,0.0003726482391357422
1,100,545,"[5, -1, 1, -5, -3, 3]",normal,4,0.0002048015594482422
1,1000,545,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012290477752685547
1,1000,545,"[5, -1, 1, -5, -3, 3]",big b,4,0.00018453598022460938
1,100,546,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001327991485595703
1,100,546,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001761913299560547
1,1000,546,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012276172637939453
1,1000,546,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001823902130126953
1,100,547,"[5, -1, 1, -5, -3, 3]",normal,3,0.00037217140197753906
1,100,547,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001952648162841797
1,1000,547,"[5, -1, 1, -5, -3, 3]",big b,3,0.0018155574798583984
1,1000,547,"[5, -1, 1, -5, -3, 3]",big b,4,0.00020194053649902344
1,100,548,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013375282287597656
1,100,548,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017762184143066406
1,1000,548,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012636184692382812
1,1000,548,"[5, -1, 1, -5, -3, 3]",big b,4,0.00018715858459472656
1,100,549,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013399124145507812
1,100,549,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017714500427246094
1,1000,549,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012373924255371094
1,1000,549,"[5, -1, 1, -5, -3, 3]",big b,4,0.00018477439880371094
1,100,550,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013208389282226562
1,100,550,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001773834228515625
1,1000,550,"[5, -1, 1, -5, -3, 3]",big b,3,0.0032930374145507812
1,1000,550,"[5, -1, 1, -5, -3, 3]",big b,4,0.00018525123596191406
1,100,551,"[5, -1, 1, -5, -3, 3]",normal,3,0.000133514404296875
1,100,551,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017881393432617188
1,1000,551,"[5, -1, 1, -5, -3, 3]",big b,3,0.001504659652709961
1,1000,551,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001881122589111328
1,100,552,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013303756713867188
1,100,552,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017762184143066406
1,1000,552,"[5, -1, 1, -5, -3, 3]",big b,3,0.0018873214721679688
1,1000,552,"[5, -1, 1, -5, -3, 3]",big b,4,0.00020170211791992188
1,100,553,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013446807861328125
1,100,553,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017881393432617188
1,1000,553,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012128353118896484
1,1000,553,"[5, -1, 1, -5, -3, 3]",big b,4,0.00018310546875
1,100,554,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001327991485595703
1,100,554,"[5, -1, 1, -5, -3, 3]",normal,4,0.0004901885986328125
1,1000,554,"[5, -1, 1, -5, -3, 3]",big b,3,0.001215219497680664
1,1000,554,"[5, -1, 1, -5, -3, 3]",big b,4,0.00018668174743652344
1,100,555,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013256072998046875
1,100,555,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017762184143066406
1,1000,555,"[5, -1, 1, -5, -3, 3]",big b,3,0.001214742660522461
1,1000,555,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001842975616455078
1,100,556,"[5, -1, 1, -5, -3, 3]",normal,3,0.0003437995910644531
1,100,556,"[5, -1, 1, -5, -3, 3]",normal,4,0.0006151199340820312
1,1000,556,"[5, -1, 1, -5, -3, 3]",big b,3,0.0017724037170410156
1,1000,556,"[5, -1, 1, -5, -3, 3]",big b,4,0.00022220611572265625
1,100,557,"[5, -1, 1, -5, -3, 3]",normal,3,0.00032711029052734375
1,100,557,"[5, -1, 1, -5, -3, 3]",normal,4,0.00023436546325683594
1,1000,557,"[5, -1, 1, -5, -3, 3]",big b,3,0.0024034976959228516
1,1000,557,"[5, -1, 1, -5, -3, 3]",big b,4,0.00022101402282714844
1,100,558,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013589859008789062
1,100,558,"[5, -1, 1, -5, -3, 3]",normal,4,0.00018095970153808594
1,1000,558,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012102127075195312
1,1000,558,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001850128173828125
1,100,559,"[5, -1, 1, -5, -3, 3]",normal,3,0.0003902912139892578
1,100,559,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001983642578125
1,1000,559,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012364387512207031
1,1000,559,"[5, -1, 1, -5, -3, 3]",big b,4,0.00018715858459472656
1,100,560,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001327991485595703
1,100,560,"[5, -1, 1, -5, -3, 3]",normal,4,0.00018024444580078125
1,1000,560,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012161731719970703
1,1000,560,"[5, -1, 1, -5, -3, 3]",big b,4,0.00018739700317382812
1,100,561,"[5, -1, 1, -5, -3, 3]",normal,3,0.00012183189392089844
1,100,561,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001838207244873047
